Product Id,Product Name (Relevant company name),Categories,Subcategories,Tags,Keywords,Price in rupees,Ratings,Eco Friendly
1175,Realme GT Neo 3T (Realme),Mobile,Smartphone,"Realme GT Neo 3T, Realme smartphone, mid-range smartphone","smartphone, Realme, GT Neo 3T, mid-range",40000,4.5,1
1176,Poco X4 GT (Xiaomi),Mobile,Smartphone,"Poco X4 GT, Xiaomi smartphone, mid-range smartphone","smartphone, Poco, Xiaomi, mid-range",40000,4.5,1
1177,Moto Edge 30 Pro (Motorola),Mobile,Smartphone,"Moto Edge 30 Pro, Motorola smartphone, mid-range smartphone","smartphone, Moto, Edge 30 Pro, mid-range",40000,4.3,1
1178,Nokia XR20 (Nokia),Mobile,Smartphone,"Nokia XR20, Nokia smartphone, rugged smartphone","smartphone, Nokia, XR20, rugged",40000,4.2,1
1179,iPhone 14 (Apple),Mobile,Smartphone,"iPhone 14, Apple smartphone, flagship smartphone","smartphone, iPhone, Apple, flagship",100000,4.8,0
1180,OnePlus 11 Pro (OnePlus),Mobile,Smartphone,"OnePlus 11 Pro, OnePlus smartphone, flagship smartphone","smartphone, OnePlus, 11 Pro, flagship",80000,4.7,0
1181,Rocketbook Recycled Paper Spiral Notebook,Notebooks,Recycled Notebooks,"Spiral Bound, College Ruled, 100 Pages","notebook, recycled notebook, spiral notebook, college ruled notebook, 100 pages",199,4.5,2
1182,Moleskine Digital Notebook,Notebooks,Digital Notebooks,"Blank, 200 Pages","notebook, digital notebook, blank notebook, 200 pages",399,4.7,0
1183,Moleskine Smart Notebook,Notebooks,Smart Notebooks,"Blank, 200 Pages","notebook, smart notebook, blank notebook, 200 pages",399,4.7,0
1184,Mead Recycled Paper Composition Notebook,Notebooks,Recycled Notebooks,"Composition Bound, Wide Ruled, 200 Pages","notebook, recycled notebook, composition notebook, wide ruled notebook, 200 pages",149,4.7,2
1185,Day One Digital Journal,Notebooks,Digital Journals,"Blank, 200 Pages","notebook, digital journal, blank journal, 200 pages",299,4.8,0
1186,Evernote Smart Journal,Notebooks,Smart Journals,"Blank, 200 Pages","notebook, smart journal, blank journal, 200 pages",299,4.8,0
1187,Strathmore Recycled Paper Sketchbook,Notebooks,Recycled Notebooks,"Sketchbook, Blank, 100 Pages","notebook, recycled notebook, sketchbook, blank sketchbook, 100 pages",249,4.5,2
1188,Procreate Digital Sketchbook,Notebooks,Digital Sketchbooks,"Blank, 100 Pages","notebook, digital sketchbook, blank sketchbook, 100 pages",199,4.7,0
1189,Leuchtturm1917 Hardcover Notebook,Notebooks,Hardcover Notebooks,"Dot Grid, 251 Pages","notebook, hardcover notebook, dot grid notebook, 251 pages",499,4.7,1
1190,Field Notes Travel Notebook,Notebooks,Travel Notebooks,"Lined, 48 Pages","notebook, travel notebook, lined notebook, 48 pages",199,4.8,2
1191,"Rocketbook Recycled Paper Spiral Notebook, Executive Ruled",Notebooks,Recycled Notebooks,"Spiral Bound, Executive Ruled, 80 Pages","notebook, recycled notebook, spiral notebook, executive ruled notebook, 80 pages",199,4.5,2
1192,Moleskine Digital Notebook with Evernote,Notebooks,Digital Notebooks,"Blank, 200 Pages","notebook, digital notebook, evernote, blank notebook, 200 pages",399,4.7,0
1193,Sony Digital Paper DPT-RP1,Notebooks,Digital Notebooks,"Blank, 13.3 inches","notebook, digital notebook, sony digital paper dpt-rp1, blank notebook, 13.3 inches",39999,4.9,0
1194,reMarkable Paper Tablet,Notebooks,Digital Notebooks,"Blank, 10.3 inches","notebook, digital notebook, remarkable paper tablet, blank notebook, 10.3 inches",29999,4.8,0
1195,Likebook Mars Smart Notebook,Notebooks,Smart Notebooks,"Blank, 10.3 inches","notebook, smart notebook, likebook mars smart notebook, blank notebook, 10.3 inches",19999,4.7,0
1196,Rocketbook Flip Reusable Notebook,Notebooks,Reusable Notebooks,"Spiral Bound, College Ruled, 80 Pages","notebook, reusable notebook, spiral notebook, college ruled notebook, 80 pages",299,4.8,2
1197,Moleskine Cahier Journal,Notebooks,Classic Notebooks,"Plain, 80 Pages","notebook, classic notebook, cahier journal, plain notebook, 80 pages",499,4.9,1
1198,Leuchtturm1917 Master Dot Grid Notebook,Notebooks,Dot Grid Notebooks,"Dot Grid, 251 Pages","notebook, dot grid notebook, master dot grid notebook, 251 pages",599,4.9,1
1199,Field Notes Expedition Notebook,Notebooks,Field Notebooks,"Lined, 48 Pages","notebook, field notebook, expedition notebook, lined notebook, 48 pages",199,4.8,2
1200,Midori Traveler's Notebook Passport Size,Notebooks,Traveler's Notebooks,"Plain, 64 Pages","notebook, traveler's notebook, passport size, plain notebook, 64 pages",1999,4.9,1
1201,Glass bottle (no brand),Beverage,Bottle,"glass bottle, reusable bottle","bottle, glass, reusable",100,4.9,2
1202,Ceramic bottle (no brand),Beverage,Bottle,"ceramic bottle, reusable bottle","bottle, ceramic, reusable",120,4.9,2
1203,Stainless steel bottle (no brand),Beverage,Bottle,"stainless steel bottle, reusable bottle","bottle, stainless steel, reusable",150,4.9,2
1204,Plant-based plastic bottle (no brand),Beverage,Bottle,"plant-based plastic bottle, reusable bottle","bottle, plant-based plastic, reusable",180,4.9,2
1205,Boxed water bottle (no brand),Beverage,Bottle,"boxed water bottle, paper bottle","bottle, boxed water, paper",200,4.9,1
1206,Brita filter bottle,Beverage,Bottle,"filter bottle, water filter bottle","bottle, filter, water filter",250,4.9,2
1207,S'well bottle,Beverage,Bottle,"insulated bottle, stainless steel bottle","bottle, insulated, stainless steel",300,4.9,2
1208,Hydro Flask bottle,Beverage,Bottle,"insulated bottle, stainless steel bottle","bottle, insulated, stainless steel",350,4.9,2
1209,Klean Kanteen bottle,Beverage,Bottle,"stainless steel bottle, reusable bottle","bottle, stainless steel, reusable",400,4.9,2
1210,LifeStraw Go water bottle with filter,Beverage,Bottle,"filter bottle, water filter bottle","bottle, filter, water filter",450,4.9,1
1211,Binchotan activated charcoal water bottle,Beverage,Bottle,"water bottle with filter, activated charcoal water bottle","bottle, filter, activated charcoal",500,4.9,2
1212,Thermos insulated water bottle,Beverage,Bottle,"insulated bottle, stainless steel bottle","bottle, insulated, stainless steel",550,4.9,2
1213,Yeti Rambler water bottle,Beverage,Bottle,"insulated bottle, stainless steel bottle","bottle, insulated, stainless steel",600,4.9,2
1214,Contigo Autoseal water bottle,Beverage,Bottle,"spill-proof water bottle, leak-proof water bottle","bottle, spill-proof, leak-proof",650,4.9,1
1215,Camelbak Eddy water bottle,Beverage,Bottle,"bite valve water bottle, sports water bottle","bottle, bite valve, sports",700,4.9,1
1216,Nalgene water bottle,Beverage,Bottle,"durable water bottle, reusable water bottle","bottle, durable, reusable",750,4.9,2
1217,Cove BPA-free reusable bottle,Beverage,Bottle,"reusable bottle, BPA-free bottle, Cove bottle","bottle, reusable, BPA-free, Cove",300,4.9,2
1218,LARQ Self-Cleaning Bottle,Beverage,Bottle,"reusable bottle, self-cleaning water bottle","bottle, reusable, self-cleaning",950,4.9,2
1219,Single-use plastic water bottle,Beverage,Bottle,"disposable water bottle, plastic water bottle","bottle, disposable, plastic",10,4.9,0
1220,Single-use aluminum water bottle,Beverage,Bottle,"disposable water bottle, aluminum water bottle","bottle, disposable, aluminum",150,4.9,0
1221,Stainless Steel Fruit Basket (Amazon Basics),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, stainless steel fruit basket, kitchen fruit basket, fruit bowl",1499,4.5 ,0
1222,Plastic Fruit Basket (Sterilite),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, plastic fruit basket, kitchen fruit basket, fruit bowl",999,4.2 ,1
1223,Wooden Fruit Basket (Handmade),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, wooden fruit basket, kitchen fruit basket, fruit bowl",2299,4.7 ,2
1224,Bamboo Fruit Basket (Wayfair),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, bamboo fruit basket, kitchen fruit basket, fruit bowl",1999,4.4 ,2
1225,Recycled Plastic Fruit Basket (Eco-Products),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, recycled plastic fruit basket, kitchen fruit basket, fruit bowl",1299,4.3 ,2
1226,Leaf Fruit Basket (Handmade),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, leaf fruit basket, kitchen fruit basket, fruit bowl",2999,4.8 ,2
1227,Steel Fruit Basket (OXO Good Grips),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, steel fruit basket, kitchen fruit basket, fruit bowl",1999,4.6 ,0
1228,Plastic Fruit Basket (Rubbermaid),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, plastic fruit basket, kitchen fruit basket, fruit bowl",1199,4.1 ,1
1229,Wooden Fruit Basket (Williams Sonoma),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, wooden fruit basket, kitchen fruit basket, fruit bowl",2999,4.8 ,2
1230,Bamboo Fruit Basket (IKEA),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, bamboo fruit basket, kitchen fruit basket, fruit bowl",1499,4.4 ,2
1231,Ceramic Fruit Basket (Crate & Barrel),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, ceramic fruit basket, kitchen fruit basket, fruit bowl",2499,4.7 ,2
1232,Glass Fruit Basket (IKEA),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, glass fruit basket, kitchen fruit basket, fruit bowl",1999,4.5 ,2
1233,Wicker Fruit Basket (World Market),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, wicker fruit basket, kitchen fruit basket, fruit bowl",2999,4.8 ,2
1234,Wire Fruit Basket (Amazon Basics),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, wire fruit basket, kitchen fruit basket, fruit bowl",1499,4.4 ,2
1235,Metal Fruit Basket (Target),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, metal fruit basket, kitchen fruit basket, fruit bowl",1999,4.6 ,1
1236,Stone Fruit Basket (Williams Sonoma),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, stone fruit basket, kitchen fruit basket, fruit bowl",3999,4.9 ,2
1237,Acrylic Fruit Basket (Container Store),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, acrylic fruit basket, kitchen fruit basket, fruit bowl",2499,4.7 ,2
1238,Paper Mache Fruit Basket (Handmade),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, paper mache fruit basket, kitchen fruit basket, fruit bowl",1999,4.5 ,2
1239,Straw Fruit Basket (Handmade),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, straw fruit basket, kitchen fruit basket, fruit bowl",2999,4.8 ,2
1240,Corn Husk Fruit Basket (Handmade),Home & Kitchen,Cookware & Dining,Fruit Baskets,"Fruit basket, corn husk fruit basket, kitchen fruit basket, fruit bowl",2499,4.7 ,2
1241,Sprout Pencil,Writing & Office Supplies,Pen,"Plantable Pencil, Sprout Pencil, Eco-Friendly Pencil","Pencil, Plantable, Sprout, Eco-Friendly",20,4.9,2
1242,Onyx & Green Bamboo Ballpoint Pen,Writing & Office Supplies,Pen,"Bamboo Pen, Eco-Friendly Pen, Onyx & Green Pen","Pen, Bamboo, Eco-Friendly, Onyx & Green",30,4.9,2
1243,Simply Genius Recycled Paper Pen,Writing & Office Supplies,Pen,"Recycled Paper Pen, Eco-Friendly Pen, Simply Genius Pen","Pen, Recycled Paper, Eco-Friendly, Simply Genius",40,4.9,2
1244,Pilot G2 Refillable Gel Pen,Writing & Office Supplies,Pen,"Gel Pen, Refillable Pen, Pilot G2 Pen","Pen, Gel, Refillable, Pilot G2",50,4.9,2
1245,Lamy Safari Fountain Pen,Writing & Office Supplies,Pen,"Fountain Pen, Lamy Safari Pen, Eco-Friendly Pen","Pen, Fountain, Lamy Safari, Eco-Friendly",200,4.9,2
1246,TWSBI Eco Fountain Pen,Writing & Office Supplies,Pen,"Fountain Pen, TWSBI Eco Pen, Eco-Friendly Pen","Pen, Fountain, TWSBI Eco, Eco-Friendly",300,4.9,2
1247,Kaweco Perkeo Fountain Pen,Writing & Office Supplies,Pen,"Fountain Pen, Kaweco Perkeo Pen, Eco-Friendly Pen","Pen, Fountain, Kaweco Perkeo, Eco-Friendly",250,4.9,2
1248,Pentel EnerGel Gel Pen,Writing & Office Supplies,Pen,Gel Pen,"Pen, Gel, Pentel EnerGel",25,4.9,1
1249,Pilot Metropolitan Fountain Pen,Writing & Office Supplies,Pen,Fountain Pen,"Pen, Fountain, Pilot Metropolitan",150,4.9,1
1250,Jinhao Shark Fountain Pen,Writing & Office Supplies,Pen,Fountain Pen,"Pen, Fountain, Jinhao Shark",100,4.9,1
1251,Uni-ball Signo RT Gel Pen,Writing & Office Supplies,Pen,Gel Pen,"Pen, Gel, Uni-ball Signo RT",20,4.9,1
1252,BIC Cristal Xtra Bold Ballpoint Pen,Writing & Office Supplies,Pen,Ballpoint Pen,"Pen, Ballpoint, BIC Cristal Xtra Bold",7.5,4.9,0
1253,Sharpie Fine Point Permanent Marker,Writing & Office Supplies,Pen,Permanent Marker,"Pen, Permanent Marker, Sharpie Fine Point",15,4.9,0
1254,Paper Mate InkJoy Gel Pen,Writing & Office Supplies,Pen,Gel Pen,"Pen, Gel, Paper Mate InkJoy",15,4.9,0
1255,Pilot Precise V5 RT Rolling Ball Pen,Writing & Office Supplies,Pen,Rolling Ball Pen,"Pen, Rolling Ball, Pilot Precise V5 RT",15,4.9,0
1256,Pilot Acroball 0.7mm Ballpoint Pen,Writing & Office Supplies,Pen,Ballpoint Pen,"Pen, Ballpoint, Pilot Acroball 0.7mm",7.5,4.9,0
1257,Zebra Mildliner Highlighter,Writing & Office Supplies,Pen,Highlighter,"Highlighter, Zebra Mildliner",20,4.9,1
1258,Crayola Super Tips Washable Marker,Writing & Office Supplies,Pen,Marker,"Marker, Crayola Super Tips Washable",15,4.9,0
1259,Sharpie Retractable Fine Point Permanent Marker,Writing & Office Supplies,Pen,Permanent Marker,"Pen, Permanent Marker, Sharpie Retractable Fine Point",25,4.9,0
1260,Paper Mate Flair M Felt Tip Pen,Writing & Office Supplies,Pen,Felt Tip Pen,"Pen, Felt Tip, Paper Mate Flair M",15,4.9,0
1261,Ceramic Dinner Plate (Corelle),Home & Kitchen,Cookware & Dining,Plates,"Ceramic plate, dinner plate, kitchen plate",999,4.7,2
1262,Glass Dinner Plate (IKEA),Home & Kitchen,Cookware & Dining,Plates,"Glass plate, dinner plate, kitchen plate",799,4.5,2
1263,Porcelain Dinner Plate (Lenox),Home & Kitchen,Cookware & Dining,Plates,"Porcelain plate, dinner plate, kitchen plate",1499,4.8,2
1264,Melamine Dinner Plate (Unbreakable Kitchenware),Home & Kitchen,Cookware & Dining,Plates,"Melamine plate, dinner plate, kitchen plate",499,4.4,1
1265,Plastic Dinner Plate (Corelle),Home & Kitchen,Cookware & Dining,Plates,"Plastic plate, dinner plate, kitchen plate",399,4.1,1
1266,Bamboo Dinner Plate (World Market),Home & Kitchen,Cookware & Dining,Plates,"Bamboo plate, dinner plate, kitchen plate",699,4.3,2
1267,Wooden Dinner Plate (Handmade),Home & Kitchen,Cookware & Dining,Plates,"Wooden plate, dinner plate, kitchen plate",999,4.6,2
1268,Ceramic Side Plate (Corelle),Home & Kitchen,Cookware & Dining,Plates,"Ceramic plate, side plate, kitchen plate",499,4.7,2
1269,Glass Side Plate (IKEA),Home & Kitchen,Cookware & Dining,Plates,"Glass plate, side plate, kitchen plate",399,4.5,2
1270,Porcelain Side Plate (Lenox),Home & Kitchen,Cookware & Dining,Plates,"Porcelain plate, side plate, kitchen plate",999,4.8,2
1271,Melamine Side Plate (Unbreakable Kitchenware),Home & Kitchen,Cookware & Dining,Plates,"Melamine plate, side plate, kitchen plate",399,4.4,1
1272,Plastic Side Plate (Corelle),Home & Kitchen,Cookware & Dining,Plates,"Plastic plate, side plate, kitchen plate",299,4.1,1
1273,Bamboo Side Plate (World Market),Home & Kitchen,Cookware & Dining,Plates,"Bamboo plate, side plate, kitchen plate",499,4.3,2
1274,Wooden Side Plate (Handmade),Home & Kitchen,Cookware & Dining,Plates,"Wooden plate, side plate, kitchen plate",699,4.6,2
1275,Ceramic Dessert Plate (Corelle),Home & Kitchen,Cookware & Dining,Plates,"Ceramic plate, dessert plate, kitchen plate",399,4.7,2
1276,Porcelain Dessert Plate (Lenox),Home & Kitchen,Cookware & Dining,Plates,"Ceramic plate, dessert plate, kitchen plate",799,4.8,2
1277,Melamine Dessert Plate (Unbreakable Kitchenware),Home & Kitchen,Cookware & Dining,Plates,"Melamine plate, dessert plate, kitchen plate",299,4.4,1
1278,Plastic Dessert Plate (Corelle),Home & Kitchen,Cookware & Dining,Plates,"Plastic plate, dessert plate, kitchen plate",199,4.1,1
1279,Bamboo Dessert Plate (World Market),Home & Kitchen,Cookware & Dining,Plates,"Bamboo plate, dessert plate, kitchen plate",399,4.3,2
1280,Wooden Dessert Plate (Handmade),Home & Kitchen,Cookware & Dining,Plates,"Wooden plate, dessert plate, kitchen plate",499,4.6,2
1281,Stainless steel straw,Beverage,Straw,"reusable straw, metal straw, stainless steel straw","straw, reusable, metal, stainless steel",50,4.9,0
1282,Bamboo straw,Beverage,Straw,"reusable straw, natural straw, bamboo straw","straw, reusable, natural, bamboo",30,4.9,0
1283,Glass straw,Beverage,Straw,"reusable straw, glass straw","straw, reusable, glass",40,4.9,0
1284,Silicone straw,Beverage,Straw,"reusable straw, silicone straw","straw, reusable, silicone",20,4.9,0
1285,Paper straw,Beverage,Straw,"compostable straw, paper straw","straw, compostable, paper",10,4.9,2
1286,Wheat straw,Beverage,Straw,"compostable straw, wheat straw","straw, compostable, wheat",15,4.9,2
1287,PLA straw,Beverage,Straw,"compostable straw, PLA straw","straw, compostable, PLA",20,4.9,2
1288,Reed straw,Beverage,Straw,"compostable straw, reed straw","straw, compostable, reed",15,4.9,2
1289,Sulapac straw,Beverage,Straw,"compostable straw, Sulapac straw","straw, compostable, Sulapac",30,4.9,2
1290,Plastic straw,Beverage,Straw,"disposable straw, plastic straw","straw, disposable, plastic",5,4.9,1
1291,Coated paper straw,Beverage,Straw,"disposable straw, coated paper straw","straw, disposable, coated paper",10,4.9,1
1292,PLA-coated paper straw,Beverage,Straw,"disposable straw, PLA-coated paper straw","straw, disposable, PLA-coated paper",15,4.9,1
1293,Metal straw with plastic coating,Beverage,Straw,"reusable straw, metal straw with plastic coating","straw, reusable, metal, plastic coating",50,4.9,1
1294,Silicone straw with plastic tip,Beverage,Straw,"reusable straw, silicone straw with plastic tip","straw, reusable, silicone, plastic tip",20,4.9,1
1295,Glass straw with plastic mouthpiece,Beverage,Straw,"reusable straw, glass straw with plastic mouthpiece","straw, reusable, glass, plastic mouthpiece",40,4.9,1
1296,Bamboo straw with plastic tip,Beverage,Straw,"reusable straw, bamboo straw with plastic tip","straw, reusable, bamboo, plastic tip",30,4.9,1
1297,Wheat straw with plastic tip,Beverage,Straw,"reusable straw, wheat straw with plastic tip","straw, reusable, wheat, plastic tip",15,4.9,1
1298,Metal straw with silicone tip,Beverage,Straw,"reusable straw, metal straw with silicone tip","straw, reusable, metal, silicone tip",50,4.9,0
1299,Silicone straw with bamboo tip,Beverage,Straw,"reusable straw, silicone straw with bamboo tip","straw, reusable, silicone, bamboo tip",20,4.9,0
1300,Bamboo straw with metal tip,Beverage,Straw,"reusable straw, bamboo straw with metal tip","straw, reusable, bamboo, metal tip",30,4.9,2
1301,Ceramic Mug (Corelle),Home & Kitchen,Drinkware,Mugs,"Ceramic mug, mug, kitchen mug",999,4.7 ,2
1302,Glass Mug (IKEA),Home & Kitchen,Drinkware,Mugs,"Glass mug, mug, kitchen mug",799,4.5 ,2
1303,Porcelain Mug (Lenox),Home & Kitchen,Drinkware,Mugs,"Porcelain mug, mug, kitchen mug",1499,4.8 ,2
1304,Melamine Mug (Unbreakable Kitchenware),Home & Kitchen,Drinkware,Mugs,"Melamine mug, mug, kitchen mug",499,4.4 ,1
1305,Plastic Mug (Corelle),Home & Kitchen,Drinkware,Mugs,"Plastic mug, mug, kitchen mug",399,4.1,1
1306,Bamboo Mug (World Market),Home & Kitchen,Drinkware,Mugs,"Bamboo mug, mug, kitchen mug",699,4.3,2
1307,Wooden Mug (Handmade),Home & Kitchen,Drinkware,Mugs,"Wooden mug, mug, kitchen mug",999,4.6,2
1308,Ceramic Coffee Mug (Corelle),Home & Kitchen,Drinkware,Coffee Mugs,"Ceramic coffee mug, coffee mug, kitchen mug",999,4.7,2
1309,Glass Coffee Mug (IKEA),Home & Kitchen,Drinkware,Coffee Mugs,"Glass coffee mug, coffee mug, kitchen mug",799,4.5,2
1310,Porcelain Coffee Mug (Lenox),Home & Kitchen,Drinkware,Coffee Mugs,"Porcelain coffee mug, coffee mug, kitchen mug",1499,4.8,2
1311,Ceramic Travel Mug (Contigo),Home & Kitchen,Drinkware,Travel Mugs,"Ceramic travel mug, travel mug, kitchen mug",1499,4.7,2
1312,Glass Travel Mug (Bodum),Home & Kitchen,Drinkware,Travel Mugs,"Glass travel mug, travel mug, kitchen mug",1299,4.5,2
1313,Porcelain Teacup (Lenox),Home & Kitchen,Drinkware,Teacups,"Porcelain teacup, teacup, kitchen mug",999,4.8,2
1314,Melamine Tumbler (Unbreakable Kitchenware),Home & Kitchen,Drinkware,Tumblers,"Melamine tumbler, tumbler, kitchen mug",499,4.4,1
1315,Plastic Tumbler (Corelle),Home & Kitchen,Drinkware,Tumblers,"Plastic tumbler, tumbler, kitchen mug",399,4.1,1
1316,Bamboo Tumbler (World Market),Home & Kitchen,Drinkware,Tumblers,"Bamboo tumbler, tumbler, kitchen mug",699,4.3,2
1317,Wooden Tumbler (Handmade),Home & Kitchen,Drinkware,Tumblers,"Wooden tumbler, tumbler, kitchen mug",999,4.6,2
1318,Stainless Steel Tumbler (S'well),Home & Kitchen,Drinkware,Tumblers,"Stainless steel tumbler, tumbler, kitchen mug",1999,4.7,2
1319,Enamel Tumbler (Falcon Enamelware),Home & Kitchen,Drinkware,Tumblers,"Enamel tumbler, tumbler, kitchen mug",1499,4.6,2
1320,Ceramic Sippy Cup (Munchkin),Home & Kitchen,Drinkware,Sippy Cups,"Ceramic sippy cup, sippy cup, kitchen mug",999,4.7,2
1321,Reusable cotton tote bag,Shopping,Tote bag,"reusable bag, cotton bag, tote bag","bag, reusable, cotton, tote",400,4.9,2
1322,Reusable canvas tote bag,Shopping,Tote bag,"reusable bag, canvas bag, tote bag","bag, reusable, canvas, tote",320,4.9,2
1323,Reusable polyester tote bag,Shopping,Tote bag,"reusable bag, polyester bag, tote bag","bag, reusable, polyester, tote",240,4.9,2
1324,Reusable nylon tote bag,Shopping,Tote bag,"reusable bag, nylon bag, tote bag","bag, reusable, nylon, tote",160,4.9,2
1325,Reusable jute tote bag,Shopping,Tote bag,"reusable bag, jute bag, tote bag","bag, reusable, jute, tote",80,4.9,2
1326,Reusable mesh bag,Shopping,Produce bag,"reusable bag, mesh bag, produce bag","bag, reusable, mesh, produce",80,4.9,2
1327,Reusable silicone bag,Shopping,Food storage bag,"reusable bag, silicone bag, food storage bag","bag, reusable, silicone, food storage",400,4.9,2
1328,Reusable beeswax wrap,Food storage,Food wrap,"reusable wrap, beeswax wrap, food wrap","wrap, reusable, beeswax, food",240,4.9,2
1329,Reusable bread bag,Food storage,Bread bag,"reusable bag, bread bag","bag, reusable, bread",160,4.9,2
1330,Reusable sandwich bag,Food storage,Sandwich bag,"reusable bag, sandwich bag","bag, reusable, sandwich",80,4.9,2
1331,Reusable snack bag,Food storage,Snack bag,"reusable bag, snack bag","bag, reusable, snack",80,4.9,2
1332,Reusable bulk bag,Shopping,Bulk bag,"reusable bag, bulk bag","bag, reusable, bulk",80,4.9,2
1333,Reusable shopping bag made from recycled materials,Shopping,Shopping bag,"reusable bag, recycled bag, shopping bag","bag, reusable, recycled, shopping",400,4.9,2
1334,Reusable produce bag made from recycled materials,Shopping,Produce bag,"reusable bag, recycled bag, produce bag","bag, reusable, recycled, produce",160,4.9,2
1335,Reusable food storage bag made from recycled materials,Food storage,Food storage bag,"reusable bag, recycled bag, food storage bag","bag, reusable, recycled, food storage",240,4.9,2
1336,Paper bag,Shopping,Shopping bag,paper bag,"bag, paper, shopping",40,4.9,0
1337,Biodegradable plastic bag,Shopping,Shopping bag,"biodegradable bag, plastic bag, shopping bag","bag, biodegradable, plastic, shopping",80,4.9,1
1338,Compostable plastic bag,Shopping,Shopping bag,"compostable bag, plastic bag, shopping bag","bag, compostable, plastic, shopping",120,4.9,1
1339,Oxo-degradable plastic bag,Shopping,Shopping bag,"oxo-degradable bag, plastic bag, shopping bag","bag, oxo-degradable, plastic, shopping",40,4.9,1
1340,Conventional plastic bag,Shopping,Shopping bag,"plastic bag, shopping bag","bag, plastic, shopping",8,4.9,1
1341,Clay pot,Gardening,Plant pot,"clay pot, plant pot","pot, clay, plant",415,4.9,2
1342,Terracotta pot,Gardening,Plant pot,"terracotta pot, plant pot","pot, terracotta, plant",332,4.9,2
1343,Ceramic pot,Gardening,Plant pot,"ceramic pot, plant pot","pot, ceramic, plant",249,4.9,2
1344,Stoneware pot,Gardening,Plant pot,"stoneware pot, plant pot","pot, stoneware, plant",166,4.9,2
1345,Concrete pot,Gardening,Plant pot,"concrete pot, plant pot","pot, concrete, plant",415,4.9,1
1346,Plastic pot,Gardening,Plant pot,"plastic pot, plant pot","pot, plastic, plant",83,4.9,1
1347,Peat pot,Gardening,Plant pot,"peat pot, plant pot","pot, peat, plant",41.5,4.9,1
1348,Biodegradable paper pot,Gardening,Plant pot,"biodegradable pot, paper pot, plant pot","pot, biodegradable, paper, plant",83,4.9,2
1349,Biodegradable coconut fiber pot,Gardening,Plant pot,"biodegradable pot, coconut fiber pot, plant pot","pot, biodegradable, coconut fiber, plant",124.5,4.9,2
1350,Biodegradable bamboo pot,Gardening,Plant pot,"biodegradable pot, bamboo pot, plant pot","pot, biodegradable, bamboo, plant",166,4.9,2
1351,Reused container,Gardening,Plant pot,"reused container, plant pot","pot, reused, container",50,4.9,2
1352,DIY plant pot,Gardening,Plant pot,DIY plant pot,"pot, DIY, plant",60,4.9,2
1353,Reused plastic pot,Gardening,Plant pot,"reused pot, plastic pot, plant pot","pot, reused, plastic, plant",70,4.9,1
1354,Reused ceramic pot,Gardening,Plant pot,"reused pot, ceramic pot, plant pot","pot, reused, ceramic, plant",100,4.9,2
1355,Reused terracotta pot,Gardening,Plant pot,"reused pot, terracotta pot, plant pot","pot, reused, terracotta, plant",56,4.9,2
1356,Reused clay pot,Gardening,Plant pot,"reused pot, clay pot, plant pot","pot, reused, clay, plant",90,4.9,2
1357,Reused concrete pot,Gardening,Plant pot,"reused pot, concrete pot, plant pot","pot, reused, concrete, plant",100,4.9,1
1358,Reused stone pot,Gardening,Plant pot,"reused pot, stone pot, plant pot","pot, reused, stone, plant",200,4.9,2
1359,Reused metal pot,Gardening,Plant pot,"reused pot, metal pot, plant pot","pot, reused, metal, plant",100,4.9,2
1360,Reused wooden pot,Gardening,Plant pot,"reused pot, wooden pot, plant pot","pot, reused, wooden, plant",150,4.9,2
1361,Leather Slippers (Cole Haan),Home & Kitchen,Shoes,Slippers,"Leather slippers, slippers, men's slippers, women's slippers, indoor slippers, outdoor slippers",2499,4.7,1
1362,Suede Slippers (UGG),Home & Kitchen,Shoes,Slippers,"Suede slippers, slippers, men's slippers, women's slippers, indoor slippers, outdoor slippers",2999,4.8,1
1363,Canvas Slippers (TOMS),Home & Kitchen,Shoes,Slippers,"Canvas slippers, slippers, men's slippers, women's slippers, indoor slippers, outdoor slippers",1999,4.6,2
