Product Id,Product Name (Relevant company name),Categories,Subcategories,Tags,Keywords,Price in rupees,Ratings,Eco Friendly
1212,thermos insulated water bottle,beverage,bottle,insulated bottle stainless steel bottle,bottle insulated stainless steel,550.0,4.9,2
1213,yeti rambler water bottle,beverage,bottle,insulated bottle stainless steel bottle,bottle insulated stainless steel,600.0,4.9,2
1214,contigo autoseal water bottle,beverage,bottle,spill proof water bottle leak proof water bottle,bottle spill proof leak proof,650.0,4.9,1
1215,camelbak eddy water bottle,beverage,bottle,bite valve water bottle sports water bottle,bottle bite valve sports,700.0,4.9,1
1216,nalgene water bottle,beverage,bottle,durable water bottle reusable water bottle,bottle durable reusable,750.0,4.9,2
1217,cove bpa free reusable bottle,beverage,bottle,reusable bottle bpa free bottle cove bottle,bottle reusable bpa free cove,300.0,4.9,2
1218,larq self cleaning bottle,beverage,bottle,reusable bottle self cleaning water bottle,bottle reusable self cleaning,950.0,4.9,2
1219,single use plastic water bottle,beverage,bottle,disposable water bottle plastic water bottle,bottle disposable plastic,10.0,4.9,0
1220,single use aluminum water bottle,beverage,bottle,disposable water bottle aluminum water bottle,bottle disposable aluminum,150.0,4.9,0
1221,stainless steel fruit basket amazon basics,home kitchen,cookware dining,fruit baskets,fruit basket stainless steel fruit basket kitchen fruit basket fruit bowl,1499.0,4.5,0
1222,plastic fruit basket sterilite,home kitchen,cookware dining,fruit baskets,fruit basket plastic fruit basket kitchen fruit basket fruit bowl,999.0,4.2,1
1223,wooden fruit basket handmade,home kitchen,cookware dining,fruit baskets,fruit basket wooden fruit basket kitchen fruit basket fruit bowl,2299.0,4.7,2
1224,bamboo fruit basket wayfair,home kitchen,cookware dining,fruit baskets,fruit basket bamboo fruit basket kitchen fruit basket fruit bowl,1999.0,4.4,2
1225,recycled plastic fruit basket eco products,home kitchen,cookware dining,fruit baskets,fruit basket recycled plastic fruit basket kitchen fruit basket fruit bowl,1299.0,4.3,2
1226,leaf fruit basket handmade,home kitchen,cookware dining,fruit baskets,fruit basket leaf fruit basket kitchen fruit basket fruit bowl,2999.0,4.8,2
1227,steel fruit basket oxo good grips,home kitchen,cookware dining,fruit baskets,fruit basket steel fruit basket kitchen fruit basket fruit bowl,1999.0,4.6,0
1228,plastic fruit basket rubbermaid,home kitchen,cookware dining,fruit baskets,fruit basket plastic fruit basket kitchen fruit basket fruit bowl,1199.0,4.1,1
1229,wooden fruit basket williams sonoma,home kitchen,cookware dining,fruit baskets,fruit basket wooden fruit basket kitchen fruit basket fruit bowl,2999.0,4.8,2
1230,bamboo fruit basket ikea,home kitchen,cookware dining,fruit baskets,fruit basket bamboo fruit basket kitchen fruit basket fruit bowl,1499.0,4.4,2
1231,ceramic fruit basket crate barrel,home kitchen,cookware dining,fruit baskets,fruit basket ceramic fruit basket kitchen fruit basket fruit bowl,2499.0,4.7,2
1232,glass fruit basket ikea,home kitchen,cookware dining,fruit baskets,fruit basket glass fruit basket kitchen fruit basket fruit bowl,1999.0,4.5,2
1233,wicker fruit basket world market,home kitchen,cookware dining,fruit baskets,fruit basket wicker fruit basket kitchen fruit basket fruit bowl,2999.0,4.8,2
1234,wire fruit basket amazon basics,home kitchen,cookware dining,fruit baskets,fruit basket wire fruit basket kitchen fruit basket fruit bowl,1499.0,4.4,2
1235,metal fruit basket target,home kitchen,cookware dining,fruit baskets,fruit basket metal fruit basket kitchen fruit basket fruit bowl,1999.0,4.6,1
1236,stone fruit basket williams sonoma,home kitchen,cookware dining,fruit baskets,fruit basket stone fruit basket kitchen fruit basket fruit bowl,3999.0,4.9,2
1237,acrylic fruit basket container store,home kitchen,cookware dining,fruit baskets,fruit basket acrylic fruit basket kitchen fruit basket fruit bowl,2499.0,4.7,2
1238,paper mache fruit basket handmade,home kitchen,cookware dining,fruit baskets,fruit basket paper mache fruit basket kitchen fruit basket fruit bowl,1999.0,4.5,2
1239,straw fruit basket handmade,home kitchen,cookware dining,fruit baskets,fruit basket straw fruit basket kitchen fruit basket fruit bowl,2999.0,4.8,2
1240,corn husk fruit basket handmade,home kitchen,cookware dining,fruit baskets,fruit basket corn husk fruit basket kitchen fruit basket fruit bowl,2499.0,4.7,2
1241,sprout pencil,writing office supplies,pen,plantable pencil sprout pencil eco friendly pencil,pencil plantable sprout eco friendly,20.0,4.9,2
1242,onyx green bamboo ballpoint pen,writing office supplies,pen,bamboo pen eco friendly pen onyx green pen,pen bamboo eco friendly onyx green,30.0,4.9,2
1243,simply genius recycled paper pen,writing office supplies,pen,recycled paper pen eco friendly pen simply genius pen,pen recycled paper eco friendly simply genius,40.0,4.9,2
1244,pilot g2 refillable gel pen,writing office supplies,pen,gel pen refillable pen pilot g2 pen,pen gel refillable pilot g2,50.0,4.9,2
1245,lamy safari fountain pen,writing office supplies,pen,fountain pen lamy safari pen eco friendly pen,pen fountain lamy safari eco friendly,200.0,4.9,2
1246,twsbi eco fountain pen,writing office supplies,pen,fountain pen twsbi eco pen eco friendly pen,pen fountain twsbi eco eco friendly,300.0,4.9,2
1247,kaweco perkeo fountain pen,writing office supplies,pen,fountain pen kaweco perkeo pen eco friendly pen,pen fountain kaweco perkeo eco friendly,250.0,4.9,2
1248,pentel energel gel pen,writing office supplies,pen,gel pen,pen gel pentel energel,25.0,4.9,1
1249,pilot metropolitan fountain pen,writing office supplies,pen,fountain pen,pen fountain pilot metropolitan,150.0,4.9,1
1250,jinhao shark fountain pen,writing office supplies,pen,fountain pen,pen fountain jinhao shark,100.0,4.9,1
1251,uni ball signo rt gel pen,writing office supplies,pen,gel pen,pen gel uni ball signo rt,20.0,4.9,1
1252,bic cristal xtra bold ballpoint pen,writing office supplies,pen,ballpoint pen,pen ballpoint bic cristal xtra bold,7.5,4.9,0
1253,sharpie fine point permanent marker,writing office supplies,pen,permanent marker,pen permanent marker sharpie fine point,15.0,4.9,0
1254,paper mate inkjoy gel pen,writing office supplies,pen,gel pen,pen gel paper mate inkjoy,15.0,4.9,0
1255,pilot precise v5 rt rolling ball pen,writing office supplies,pen,rolling ball pen,pen rolling ball pilot precise v5 rt,15.0,4.9,0
1256,pilot acroball 0 7mm ballpoint pen,writing office supplies,pen,ballpoint pen,pen ballpoint pilot acroball 0 7mm,7.5,4.9,0
1257,zebra mildliner highlighter,writing office supplies,pen,highlighter,highlighter zebra mildliner,20.0,4.9,1
1258,crayola super tips washable marker,writing office supplies,pen,marker,marker crayola super tips washable,15.0,4.9,0
1259,sharpie retractable fine point permanent marker,writing office supplies,pen,permanent marker,pen permanent marker sharpie retractable fine point,25.0,4.9,0
1260,paper mate flair m felt tip pen,writing office supplies,pen,felt tip pen,pen felt tip paper mate flair m,15.0,4.9,0
1261,ceramic dinner plate corelle,home kitchen,cookware dining,plates,ceramic plate dinner plate kitchen plate,999.0,4.7,2
1262,glass dinner plate ikea,home kitchen,cookware dining,plates,glass plate dinner plate kitchen plate,799.0,4.5,2
1263,porcelain dinner plate lenox,home kitchen,cookware dining,plates,porcelain plate dinner plate kitchen plate,1499.0,4.8,2
1264,melamine dinner plate unbreakable kitchenware,home kitchen,cookware dining,plates,melamine plate dinner plate kitchen plate,499.0,4.4,1
1265,plastic dinner plate corelle,home kitchen,cookware dining,plates,plastic plate dinner plate kitchen plate,399.0,4.1,1
1266,bamboo dinner plate world market,home kitchen,cookware dining,plates,bamboo plate dinner plate kitchen plate,699.0,4.3,2
1267,wooden dinner plate handmade,home kitchen,cookware dining,plates,wooden plate dinner plate kitchen plate,999.0,4.6,2
1268,ceramic plate corelle,home kitchen,cookware dining,plates,ceramic plate plate kitchen plate,499.0,4.7,2
1269,glass plate ikea,home kitchen,cookware dining,plates,glass plate plate kitchen plate,399.0,4.5,2
1270,porcelain plate lenox,home kitchen,cookware dining,plates,porcelain plate plate kitchen plate,999.0,4.8,2
1271,melamine plate unbreakable kitchenware,home kitchen,cookware dining,plates,melamine plate plate kitchen plate,399.0,4.4,1
1272,plastic plate corelle,home kitchen,cookware dining,plates,plastic plate plate kitchen plate,299.0,4.1,1
1273,bamboo plate world market,home kitchen,cookware dining,plates,bamboo plate plate kitchen plate,499.0,4.3,2
1274,wooden plate handmade,home kitchen,cookware dining,plates,wooden plate plate kitchen plate,699.0,4.6,2
1275,ceramic dessert plate corelle,home kitchen,cookware dining,plates,ceramic plate dessert plate kitchen plate,399.0,4.7,2
1276,porcelain dessert plate lenox,home kitchen,cookware dining,plates,ceramic plate dessert plate kitchen plate,799.0,4.8,2
1277,melamine dessert plate unbreakable kitchenware,home kitchen,cookware dining,plates,melamine plate dessert plate kitchen plate,299.0,4.4,1
1278,plastic dessert plate corelle,home kitchen,cookware dining,plates,plastic plate dessert plate kitchen plate,199.0,4.1,1
1279,bamboo dessert plate world market,home kitchen,cookware dining,plates,bamboo plate dessert plate kitchen plate,399.0,4.3,2
1280,wooden dessert plate handmade,home kitchen,cookware dining,plates,wooden plate dessert plate kitchen plate,499.0,4.6,2
1281,stainless steel straw,beverage,straw,reusable straw metal straw stainless steel straw,straw reusable metal stainless steel,50.0,4.9,0
1282,bamboo straw,beverage,straw,reusable straw natural straw bamboo straw,straw reusable natural bamboo,30.0,4.9,0
1283,glass straw,beverage,straw,reusable straw glass straw,straw reusable glass,40.0,4.9,0
1284,silicone straw,beverage,straw,reusable straw silicone straw,straw reusable silicone,20.0,4.9,0
1285,paper straw,beverage,straw,compostable straw paper straw,straw compostable paper,10.0,4.9,2
1286,wheat straw,beverage,straw,compostable straw wheat straw,straw compostable wheat,15.0,4.9,2
1287,pla straw,beverage,straw,compostable straw pla straw,straw compostable pla,20.0,4.9,2
1288,reed straw,beverage,straw,compostable straw reed straw,straw compostable reed,15.0,4.9,2
1289,sulapac straw,beverage,straw,compostable straw sulapac straw,straw compostable sulapac,30.0,4.9,2
1290,plastic straw,beverage,straw,disposable straw plastic straw,straw disposable plastic,5.0,4.9,1
1291,coated paper straw,beverage,straw,disposable straw coated paper straw,straw disposable coated paper,10.0,4.9,1
1292,pla coated paper straw,beverage,straw,disposable straw pla coated paper straw,straw disposable pla coated paper,15.0,4.9,1
1293,metal straw plastic coating,beverage,straw,reusable straw metal straw plastic coating,straw reusable metal plastic coating,50.0,4.9,1
1294,silicone straw plastic tip,beverage,straw,reusable straw silicone straw plastic tip,straw reusable silicone plastic tip,20.0,4.9,1
1295,glass straw plastic mouthpiece,beverage,straw,reusable straw glass straw plastic mouthpiece,straw reusable glass plastic mouthpiece,40.0,4.9,1
1296,bamboo straw plastic tip,beverage,straw,reusable straw bamboo straw plastic tip,straw reusable bamboo plastic tip,30.0,4.9,1
1297,wheat straw plastic tip,beverage,straw,reusable straw wheat straw plastic tip,straw reusable wheat plastic tip,15.0,4.9,1
1298,metal straw silicone tip,beverage,straw,reusable straw metal straw silicone tip,straw reusable metal silicone tip,50.0,4.9,0
1299,silicone straw bamboo tip,beverage,straw,reusable straw silicone straw bamboo tip,straw reusable silicone bamboo tip,20.0,4.9,0
1300,bamboo straw metal tip,beverage,straw,reusable straw bamboo straw metal tip,straw reusable bamboo metal tip,30.0,4.9,2
1301,ceramic mug corelle,home kitchen,drinkware,mugs,ceramic mug mug kitchen mug,999.0,4.7,2
1302,glass mug ikea,home kitchen,drinkware,mugs,glass mug mug kitchen mug,799.0,4.5,2
1303,porcelain mug lenox,home kitchen,drinkware,mugs,porcelain mug mug kitchen mug,1499.0,4.8,2
1304,melamine mug unbreakable kitchenware,home kitchen,drinkware,mugs,melamine mug mug kitchen mug,499.0,4.4,1
1305,plastic mug corelle,home kitchen,drinkware,mugs,plastic mug mug kitchen mug,399.0,4.1,1
1306,bamboo mug world market,home kitchen,drinkware,mugs,bamboo mug mug kitchen mug,699.0,4.3,2
1307,wooden mug handmade,home kitchen,drinkware,mugs,wooden mug mug kitchen mug,999.0,4.6,2
1308,ceramic coffee mug corelle,home kitchen,drinkware,coffee mugs,ceramic coffee mug coffee mug kitchen mug,999.0,4.7,2
1309,glass coffee mug ikea,home kitchen,drinkware,coffee mugs,glass coffee mug coffee mug kitchen mug,799.0,4.5,2
1310,porcelain coffee mug lenox,home kitchen,drinkware,coffee mugs,porcelain coffee mug coffee mug kitchen mug,1499.0,4.8,2
1311,ceramic travel mug contigo,home kitchen,drinkware,travel mugs,ceramic travel mug travel mug kitchen mug,1499.0,4.7,2
1312,glass travel mug bodum,home kitchen,drinkware,travel mugs,glass travel mug travel mug kitchen mug,1299.0,4.5,2
1313,porcelain teacup lenox,home kitchen,drinkware,teacups,porcelain teacup teacup kitchen mug,999.0,4.8,2
1314,melamine tumbler unbreakable kitchenware,home kitchen,drinkware,tumblers,melamine tumbler tumbler kitchen mug,499.0,4.4,1
1315,plastic tumbler corelle,home kitchen,drinkware,tumblers,plastic tumbler tumbler kitchen mug,399.0,4.1,1
1316,bamboo tumbler world market,home kitchen,drinkware,tumblers,bamboo tumbler tumbler kitchen mug,699.0,4.3,2
1317,wooden tumbler handmade,home kitchen,drinkware,tumblers,wooden tumbler tumbler kitchen mug,999.0,4.6,2
1318,stainless steel tumbler s,home kitchen,drinkware,tumblers,stainless steel tumbler tumbler kitchen mug,1999.0,4.7,2
1319,enamel tumbler falcon enamelware,home kitchen,drinkware,tumblers,enamel tumbler tumbler kitchen mug,1499.0,4.6,2
1320,ceramic sippy cup munchkin,home kitchen,drinkware,sippy cups,ceramic sippy cup sippy cup kitchen mug,999.0,4.7,2
1321,reusable cotton tote bag,shopping,tote bag,reusable bag cotton bag tote bag,bag reusable cotton tote,400.0,4.9,2
1322,reusable canvas tote bag,shopping,tote bag,reusable bag canvas bag tote bag,bag reusable canvas tote,320.0,4.9,2
1323,reusable polyester tote bag,shopping,tote bag,reusable bag polyester bag tote bag,bag reusable polyester tote,240.0,4.9,2
1324,reusable nylon tote bag,shopping,tote bag,reusable bag nylon bag tote bag,bag reusable nylon tote,160.0,4.9,2
1325,reusable jute tote bag,shopping,tote bag,reusable bag jute bag tote bag,bag reusable jute tote,80.0,4.9,2
1326,reusable mesh bag,shopping,produce bag,reusable bag mesh bag produce bag,bag reusable mesh produce,80.0,4.9,2
1327,reusable silicone bag,shopping,food storage bag,reusable bag silicone bag food storage bag,bag reusable silicone food storage,400.0,4.9,2
1328,reusable beeswax wrap,food storage,food wrap,reusable wrap beeswax wrap food wrap,wrap reusable beeswax food,240.0,4.9,2
1329,reusable bread bag,food storage,bread bag,reusable bag bread bag,bag reusable bread,160.0,4.9,2
1330,reusable sandwich bag,food storage,sandwich bag,reusable bag sandwich bag,bag reusable sandwich,80.0,4.9,2
1331,reusable snack bag,food storage,snack bag,reusable bag snack bag,bag reusable snack,80.0,4.9,2
1332,reusable bulk bag,shopping,bulk bag,reusable bag bulk bag,bag reusable bulk,80.0,4.9,2
1333,reusable shopping bag recycled materials,shopping,shopping bag,reusable bag recycled bag shopping bag,bag reusable recycled shopping,400.0,4.9,2
1334,reusable produce bag recycled materials,shopping,produce bag,reusable bag recycled bag produce bag,bag reusable recycled produce,160.0,4.9,2
1335,reusable food storage bag recycled materials,food storage,food storage bag,reusable bag recycled bag food storage bag,bag reusable recycled food storage,240.0,4.9,2
1336,paper bag,shopping,shopping bag,paper bag,bag paper shopping,40.0,4.9,0
1337,biodegradable plastic bag,shopping,shopping bag,biodegradable bag plastic bag shopping bag,bag biodegradable plastic shopping,80.0,4.9,1
1338,compostable plastic bag,shopping,shopping bag,compostable bag plastic bag shopping bag,bag compostable plastic shopping,120.0,4.9,1
1339,oxo degradable plastic bag,shopping,shopping bag,oxo degradable bag plastic bag shopping bag,bag oxo degradable plastic shopping,40.0,4.9,1
1340,conventional plastic bag,shopping,shopping bag,plastic bag shopping bag,bag plastic shopping,8.0,4.9,1
1341,clay pot,gardening,plant pot,clay pot plant pot,pot clay plant,415.0,4.9,2
1342,terracotta pot,gardening,plant pot,terracotta pot plant pot,pot terracotta plant,332.0,4.9,2
1343,ceramic pot,gardening,plant pot,ceramic pot plant pot,pot ceramic plant,249.0,4.9,2
1344,stoneware pot,gardening,plant pot,stoneware pot plant pot,pot stoneware plant,166.0,4.9,2
1345,concrete pot,gardening,plant pot,concrete pot plant pot,pot concrete plant,415.0,4.9,1
1346,plastic pot,gardening,plant pot,plastic pot plant pot,pot plastic plant,83.0,4.9,1
1347,peat pot,gardening,plant pot,peat pot plant pot,pot peat plant,41.5,4.9,1
1348,biodegradable paper pot,gardening,plant pot,biodegradable pot paper pot plant pot,pot biodegradable paper plant,83.0,4.9,2
1349,biodegradable coconut fiber pot,gardening,plant pot,biodegradable pot coconut fiber pot plant pot,pot biodegradable coconut fiber plant,124.5,4.9,2
1350,biodegradable bamboo pot,gardening,plant pot,biodegradable pot bamboo pot plant pot,pot biodegradable bamboo plant,166.0,4.9,2
1351,reused container,gardening,plant pot,reused container plant pot,pot reused container,50.0,4.9,2
1352,diy plant pot,gardening,plant pot,diy plant pot,pot diy plant,60.0,4.9,2
1353,reused plastic pot,gardening,plant pot,reused pot plastic pot plant pot,pot reused plastic plant,70.0,4.9,1
1354,reused ceramic pot,gardening,plant pot,reused pot ceramic pot plant pot,pot reused ceramic plant,100.0,4.9,2
1355,reused terracotta pot,gardening,plant pot,reused pot terracotta pot plant pot,pot reused terracotta plant,56.0,4.9,2
1356,reused clay pot,gardening,plant pot,reused pot clay pot plant pot,pot reused clay plant,90.0,4.9,2
1357,reused concrete pot,gardening,plant pot,reused pot concrete pot plant pot,pot reused concrete plant,100.0,4.9,1
1358,reused stone pot,gardening,plant pot,reused pot stone pot plant pot,pot reused stone plant,200.0,4.9,2
1359,reused metal pot,gardening,plant pot,reused pot metal pot plant pot,pot reused metal plant,100.0,4.9,2
1360,reused wooden pot,gardening,plant pot,reused pot wooden pot plant pot,pot reused wooden plant,150.0,4.9,2
1361,leather slippers cole haan,home kitchen,shoes,slippers,leather slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,2499.0,4.7,1
1362,suede slippers ugg,home kitchen,shoes,slippers,suede slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,2999.0,4.8,1
1363,canvas slippers toms,home kitchen,shoes,slippers,canvas slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,1999.0,4.6,2
1364,rubber slippers crocs,home kitchen,shoes,slippers,rubber slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,1499.0,4.5,1
1365,memory foam slippers skechers,home kitchen,shoes,slippers,memory foam slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,1999.0,4.7,2
1366,leather flip flops havaianas,home kitchen,shoes,sandals,leather flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,1499.0,4.6,1
1367,suede flip flops birkenstock,home kitchen,shoes,sandals,suede flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,1999.0,4.7,1
1368,canvas flip flops sanuk,home kitchen,shoes,sandals,canvas flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,1299.0,4.5,2
1369,rubber flip flops speedo,home kitchen,shoes,sandals,rubber flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,999.0,4.4,1
1370,memory foam flip flops oofos,home kitchen,shoes,sandals,memory foam flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,1999.0,4.7,2
1371,wool slippers ll bean,home kitchen,shoes,slippers,wool slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,2499.0,4.7,2
1372,felt slippers haflinger,home kitchen,shoes,slippers,felt slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,2999.0,4.8,2
1373,cork slippers birkenstock,home kitchen,shoes,slippers,cork slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,1999.0,4.6,2
1374,recycled plastic slippers rothy s,home kitchen,shoes,slippers,recycled plastic slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,1499.0,4.5,2
1375,recycled tire slippers grounds,home kitchen,shoes,slippers,recycled tire slippers slippers men s slippers women s slippers indoor slippers outdoor slippers,1999.0,4.7,2
1376,wool flip flops glerups,home kitchen,shoes,sandals,wool flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,2499.0,4.7,2
1377,felt flip flops earth runners,home kitchen,shoes,sandals,felt flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,2999.0,4.8,2
1378,cork flip flops birkenstock,home kitchen,shoes,sandals,cork flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,1999.0,4.6,2
1379,recycled plastic flip flops rothy s,home kitchen,shoes,sandals,recycled plastic flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,1499.0,4.5,2
1380,recycled tire flip flops grounds,home kitchen,shoes,sandals,recycled tire flip flops flip flops men s flip flops women s flip flops indoor sandals outdoor sandals,1999.0,4.7,2
1381,bamboo cutting board,kitchen,cutting board,bamboo cutting board wood cutting board,board bamboo wood cutting,249.0,4.9,0
1382,wooden cutting board,kitchen,cutting board,wooden cutting board wood cutting board,board wooden wood cutting,415.0,4.9,0
1383,end grain cutting board,kitchen,cutting board,end grain cutting board wood cutting board,board end grain wood cutting,830.0,4.9,0
1384,glass cutting board,kitchen,cutting board,glass cutting board,board glass cutting,332.0,4.9,0
1385,plastic cutting board,kitchen,cutting board,plastic cutting board,board plastic cutting,83.0,4.9,1
1386,silicone cutting board,kitchen,cutting board,silicone cutting board,board silicone cutting,166.0,4.9,1
1387,compostable cutting board,kitchen,cutting board,compostable cutting board,board compostable cutting,249.0,4.9,2
1388,reused cutting board,kitchen,cutting board,reused cutting board,board reused cutting,299.0,4.9,2
1389,diy cutting board,kitchen,cutting board,diy cutting board,board diy cutting,180.0,4.9,2
1390,reused plastic cutting board,kitchen,cutting board,reused cutting board plastic cutting board,board reused plastic cutting,199.0,4.9,1
1391,reused wooden cutting board,kitchen,cutting board,reused cutting board wooden cutting board,board reused wooden cutting,250.0,4.9,2
1392,reused end grain cutting board,kitchen,cutting board,reused cutting board end grain cutting board,board reused end grain cutting,295.0,4.9,2
1393,reused glass cutting board,kitchen,cutting board,reused cutting board glass cutting board,board reused glass cutting,239.0,4.9,2
1394,compostable paper cutting board,kitchen,cutting board,compostable cutting board paper cutting board,board compostable paper cutting,83.0,4.9,2
1395,compostable bamboo cutting board,kitchen,cutting board,compostable cutting board bamboo cutting board,board compostable bamboo cutting,249.0,4.9,2
1396,compostable coconut fiber cutting board,kitchen,cutting board,compostable cutting board coconut fiber cutting board,board compostable coconut fiber cutting,290.5,4.9,2
1397,diy paper cutting board,kitchen,cutting board,diy cutting board paper cutting board,board diy paper cutting,179.0,4.9,2
1398,diy bamboo cutting board,kitchen,cutting board,diy cutting board bamboo cutting board,board diy bamboo cutting,199.0,4.9,2
1399,diy coconut fiber cutting board,kitchen,cutting board,diy cutting board coconut fiber cutting board,board diy coconut fiber cutting,279.0,4.9,2
1400,reused metal cutting board,kitchen,cutting board,reused cutting board metal cutting board,board reused metal cutting,349.0,4.9,2
1401,lego star wars millennium falcon lego,toys games,construction toys,building blocks,lego star wars millennium falcon building blocks construction toys,19999.0,4.8,1
1402,barbie dreamhouse mattel,toys games,dolls accessories,dolls,barbie dreamhouse dolls dollhouse accessories,9999.0,4.7,1
1403,hot wheels playset mattel,toys games,vehicles playsets,playsets,hot wheels playset vehicles track cars,4999.0,4.6,0
1404,play doh fun factory hasbro,toys games,arts crafts,play doh,play doh fun factory arts crafts modeling clay,2999.0,4.5,2
1405,nerf fortnite blaster hasbro,toys games,outdoor toys,blasters,nerf fortnite blaster outdoor toys,1999.0,4.4,1
1406,monopoly classic hasbro,toys games,board games,family games,monopoly classic board game family game,999.0,4.3,0
1407,uno flip card game mattel,toys games,card games,family games,uno flip card game family game,499.0,4.2,2
1408,wooden train set brio,toys games,educational toys,building toys,wooden train set train set building blocks educational toys,6999.0,4.1,2
1409,puzzle ravensburger,toys games,puzzles,jigsaw puzzles,puzzle jigsaw puzzle educational toys,999.0,4.0,1
1410,art set crayola,toys games,arts crafts,art sets,art set crayola arts crafts,1999.0,4.9,2
1411,wooden building blocks grimm s,toys games,construction toys,building blocks,wooden building blocks building blocks construction toys educational toys,6999.0,4.8,2
1412,organic cotton stuffed animals cuddle kind,toys games,dolls accessories,stuffed animals,organic cotton stuffed animals stuffed animals dolls accessories,2999.0,4.7,2
1413,recycled plastic play kitchen green toys,toys games,vehicles playsets,play kitchens,recycled plastic play kitchen play kitchen vehicles playsets,4999.0,4.6,2
1414,bamboo musical instruments plantoys,toys games,arts crafts,musical instruments,bamboo musical instruments musical instruments arts crafts,2999.0,4.5,2
1415,fair trade wooden toys hape,toys games,educational toys,activity toys,fair trade wooden toys wooden toys educational toys activity toys,6999.0,4.4,2
1416,open ended toys magformers,toys games,construction toys,magnetic toys,open ended toys magnetic toys construction toys educational toys,9999.0,4.3,2
1417,montessori toys lovevery,toys games,educational toys,baby toys,montessori toys baby toys educational toys,999.0,4.2,2
1418,stem toys lego education,toys games,educational toys,stem toys,stem toys lego education educational toys,19999.0,4.1,2
1419,art supplies crayola,toys games,arts crafts,art supplies,art supplies crayola arts crafts,1999.0,4.9,2
1420,outdoor toys little tikes,toys games,outdoor toys,outdoor toys,outdoor toys little tikes vehicles playsets,4999.0,4.8,1
1421,bamboo knife,kitchen,knife,bamboo knife wooden knife,knife bamboo wood kitchen,249.0,4.9,0
1422,wooden knife,kitchen,knife,wooden knife wood knife,knife wooden wood kitchen,415.0,4.9,0
1423,stainless steel knife,kitchen,knife,stainless steel knife metal knife,knife stainless steel metal kitchen,830.0,4.9,0
1424,ceramic knife,kitchen,knife,ceramic knife,knife ceramic kitchen,1245.0,4.9,0
1425,plastic knife,kitchen,knife,plastic knife,knife plastic kitchen,83.0,4.9,1
1426,compostable knife,kitchen,knife,compostable knife,knife compostable kitchen,166.0,4.9,2
1427,reused knife,kitchen,knife,reused knife,knife reused kitchen,149.0,4.9,2
1428,diy knife,kitchen,knife,diy knife,knife diy kitchen,139.0,4.9,2
1429,reused plastic knife,kitchen,knife,reused knife plastic knife,knife reused plastic kitchen,99.0,4.9,1
1430,reused bamboo knife,kitchen,knife,reused knife bamboo knife,knife reused bamboo kitchen,129.0,4.9,2
1431,reused wooden knife,kitchen,knife,reused knife wooden knife,knife reused wooden kitchen,159.0,4.9,2
1432,reused stainless steel knife,kitchen,knife,reused knife stainless steel knife,knife reused stainless steel kitchen,299.0,4.9,2
1433,reused ceramic knife,kitchen,knife,reused knife ceramic knife,knife reused ceramic kitchen,349.0,4.9,2
1434,compostable paper knife,kitchen,knife,compostable knife paper knife,knife compostable paper kitchen,83.0,4.9,2
1435,compostable bamboo knife,kitchen,knife,compostable knife bamboo knife,knife compostable bamboo kitchen,166.0,4.9,2
1436,compostable coconut fiber knife,kitchen,knife,compostable knife coconut fiber knife,knife compostable coconut fiber kitchen,207.5,4.9,2
1437,diy paper knife,kitchen,knife,diy knife paper knife,knife diy paper kitchen,199.0,4.9,2
1438,diy bamboo knife,kitchen,knife,diy knife bamboo knife,knife diy bamboo kitchen,100.0,4.9,2
1439,diy coconut fiber knife,kitchen,knife,diy knife coconut fiber knife,knife diy coconut fiber kitchen,200.0,4.9,2
1440,reused metal knife,kitchen,knife,reused knife metal knife,knife reused metal kitchen,499.0,4.9,2
1441,rechargeable lithium ion battery,electronics,battery,rechargeable lithium ion battery lithium ion battery rechargeable battery,battery rechargeable lithium ion,830.0,4.9,0
1442,rechargeable nickel metal hydride battery,electronics,battery,rechargeable nickel metal hydride battery nickel metal hydride battery rechargeable battery,battery rechargeable nickel metal hydride,415.0,4.9,0
1443,rechargeable alkaline battery,electronics,battery,rechargeable alkaline battery alkaline battery rechargeable battery,battery rechargeable alkaline,249.0,4.9,0
1444,solar battery,electronics,battery,solar battery solar powered battery,battery solar solar powered,1245.0,4.9,1
1445,wind battery,electronics,battery,wind battery mechanical battery,battery wind mechanical,415.0,4.9,1
